SID,School Name,Professor Name,Overall Quality,Num Reviews,Department,Class Taken,Review Date,Quality,Difficulty,Review Text
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151152,"Apr 21st, 2024",1.0,3.0,"WashU is blessed to have Dr. Lutes! I never had the opportunity to have chem lab before college, and I am glad to have had the experiences I had in 151 & 152."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Feb 4th, 2024",1.0,3.0,Literally dont go to lecture its pointless. Matt Autry will be your savior
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Jan 10th, 2024",1.0,3.0,"weird that they mandate this course, doesnt really coincide with chem 111, can't say anything about chem 105. content itself was never really that hard, but so much of it and easy to get behind so make sure you understand each lab as you do it so you don't have to learn it all before the exam (like I did)"
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Jan 2nd, 2024",1.0,3.0,"This class was very confusing and I never knew exactly what was going on with the labs, but it's easy to do well if you work with others and keep on top of labs. Most people did not attend lecture, but I found it helpful in finishing the prelab (answers were often discussed in class). She seems nice/caring, although she gets sidetracked easily."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Dec 22nd, 2023",1.0,3.0,"Dr. Lutes just doesn't care if we learn. Grading is all over the place. Exams are ridiculous, but she gives extra credit. Can't Mabbs or Daschback teach the lab? That would be incredible."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Dec 18th, 2023",1.0,3.0,Shes is not a good teacher.
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Dec 11th, 2023",1.0,3.0,"Dr. Lutes is engaged, caring, and human. She is explicit about grading criteria and expectations. She expects a fair amount of intrinsic motivation, maturity, and autonomy from students. She is there to help, and does so excellently, but you have to bring something to the table as well. I highly recommend and believe she is rated unfairly here."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Dec 8th, 2023",1.0,3.0,"She is super nice and cares about her students. Shes also hilarious, and runs a DJing gig outside of school. Although chemistry is hard, she, and the entire chem 151 team, is there with endless amounts of support and help for you to thrive."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Sep 25th, 2023",1.0,3.0,"If you need help with this course, go to Matt Autry. He is incredible at explaining difficult concepts."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM126,"Aug 22nd, 2023",1.0,3.0,"Not sure why she has so many low ratings, but she's one of the best professors I've ever had. She has great prerecorded lectures for students to watch and come to lecture with understanding and questions, it's much more time-effective and allows for collaboration and critical thinking during class. Slightly unprofessional but fun and knowledgeable."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151152,"Aug 21st, 2023",1.0,3.0,I know Lutes' lecture is hard to follow because she speaks very slowly and sometimes gets distracted but she is really a good person and cares about her students. Lab reports could be hard to do on your own so the key to this class is to go to office hours. I went to her office hours every single week and got good grades on all of my lab reports.
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM152,"May 26th, 2023",1.0,3.0,While professor lutes doesn't give great lectures all of the material you need to know is in the lecture videos/lab manual. She was very understanding of personal issues and very generous with rounding up grades. Lab reports are kind of annoying but there is a lot of resources offered. You can definitely do well in this class if you want to.
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM152,"May 11th, 2023",1.0,3.0,"I rated her poorly last semester, but after having gone to her office hours, I can say that she is one of the nicest professors. She cares a lot about her students being able to understand the assignments. It is just up to the students to seek it."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Apr 10th, 2023",1.0,3.0,Lutes is sweet and cares about the department. She does not prepare well for lab lectures but goes off of student questions and still does a good job of explaining. You can also go to her with questions after class. Just listen to the safety rules.
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Apr 9th, 2023",1.0,3.0,She does not seem to know what she is talking about and does not prepare for her lectures well. skip the lecture for lab. the labs are easy though and the whole class is if you've taken AP Chem
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Jan 19th, 2023",1.0,3.0,"Contrary to popular opinion, I found professor Lutes to be great professor."
1147,Washington University in St. Louis,Bryn Lutes,2.1,20,Chemistry,CHEM151,"Jan 10th, 2023",1.0,3.0,"This class is required, but you won't enjoy it at all. It's incredibly disorganized and lab reports are impossible to do without attending office hours. Lab lectures are hit or miss -- either somewhat helpful or a complete waste of time. Matt Autry is my savior. He is the only reason I was able to do well in this class."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"May 11th, 2024",5.0,4.0,"I really like professor Johnson. He cares so much about the material and his students. The first exam might've been a bit too hard but the final was very fair and we had 2 take-home exams. Psets could get a bit lengthy, but the exams were always easier than the Psets. Would recommend if you love math!"
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH132,"May 11th, 2024",5.0,4.0,"Lectures are boring and go a bit too slowly. He organizes the class very easily so that all the hardest questions will be seen in class or on WebWork (homework), and the exams are honestly far easier than all of those. If you can do the practice exams, you should be able to do rather well on the actual exams."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"May 10th, 2024",5.0,4.0,"Professor Johnson was a great professor to take number theory with. He is very knowledgeable about the subject, and he did a good job explaining the material during lectures. I felt the exams were fair, and we were given two take-home exams to help de-weight the in-person exams. He also offered lots of extra credit opportunities on PSets and exams."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"May 10th, 2024",5.0,4.0,Johnson is the best professor I have had in the Math department. His lectures are great and he cares about the material. He also cares about his students and goes out of his way to help students. Highly recommend taking this course with him.
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH132,"May 10th, 2024",5.0,4.0,"Awful. The lectures are boring (not that most people go), the teaching style is mundane, and the exam will try to trick you. Dr. Johnson also makes no effort to assist struggling students. Try taking this class in a fall with another professor if you can."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"May 9th, 2024",5.0,4.0,He was great.
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 21st, 2024",5.0,4.0,Bro didn't release exam statistics because of how horribly it went. The only thing that can save me now is Jesus.
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 21st, 2024",5.0,4.0,Even so much as thinking about this class genuinely makes me want to cry
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 21st, 2024",5.0,4.0,"I want to like this class so bad because Prof Johnson is nice, the content is interesting, and people in the class seem helpful. It is just way too difficult and feels like a full time job with overtime. So I have come to despise it which definitely makes me feel a little sad as a math major."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 21st, 2024",5.0,4.0,I can't take this anymore. I am spending so much time on this class yet doing the worst in it. I feel like I've lost my sense of pride in my work and all sense of feeling about how I perform. Someone said the class feels inaccessible and I've never agreed more. I wish i had advice to not take this class before i jumped in head first.
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 21st, 2024",5.0,4.0,"What went from being my favorite class at the beginning of the semester is now my most dreaded, scary, difficult, impossible class. He's not understanding of our time or responsibilities outside of this class and expects us to spend hours on HW while giving us the most impossible exams. Steer clear of this class if you want to keep your sanity."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 21st, 2024",5.0,4.0,"Came to rate my professor cuz I thought I was the only one feeling terrible about this number theory class. But looks like theres a ton of others that feel this way as well. I guess it speaks for itself, just don't take MATH4351 with Silas Johnson."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 21st, 2024",5.0,4.0,"This class is so disappointing. As a math major, I was so excited about Number theory and cryptography. but this class has been more annoying than fun and has destroyed my self esteem. Prof. Johnson is a good lecturer but makes the class so inaccessible almost. The problem sets take at least 10 hours and the exam was graded SO harshly."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 5th, 2024",5.0,4.0,"I genuinely do not think it is possible to get an A in this class. The HW assignments are graded so harshly, and the exam averages are incredibly low."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Mar 5th, 2024",5.0,4.0,Too hard
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH4351,"Feb 17th, 2024",5.0,4.0,"Prof. Johnson is a good lecturer and a terrible grader. He wanted us to learn how to write rigorous proofs so he took off major points on the weekly problem sets for the most trivial errors. Not to mention the problem sets probably took around 5 hours on average to complete. I wanted to like him, but this class was more annoying than fun."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH131,"Jan 24th, 2024",5.0,4.0,"10/10 professor- easily the best for Calc 1. Tests aren't too hard- definitely use the Study hub section that he posts on canvas to study because he puts a lot of extra practice there. Textbook can be found for free online and is only used for optional extra practice. Homework is much harder than exams, but you'll get that with every math prof."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH131,"Jan 8th, 2024",5.0,4.0,"Excellent prof, teaches really well but includes a lot of extra information that would not be tested."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH131,"Dec 28th, 2023",5.0,4.0,"Professor Johnson is a nice guy. Lectures are helpful but not mandatory (he may get off track during lectures by trying to prove theorems but it's okay). Tests weren't too hard. There were also many opportunities given to receive extra credit. If you pay attention and study a bit, then you'll be fine. Textbook isn't really necessary."
1147,Washington University in St. Louis,Silas Johnson,4.5,20,Mathematics,MATH132,"Dec 11th, 2023",5.0,4.0,Johnson is really good at explaining things and the test  are straight forward.
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"May 14th, 2024",5.0,3.0,You do not realize how good Loombach is until you take other courses. The team is incredible and passionate. They just know how to teach. They have remained my biggest mentors at WU. I will miss them.
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"May 6th, 2024",5.0,3.0,Professor Daschbach is the best at what she does. I have never met someone so organized and capable of explaining concepts. Anyone will tell you she is the glue of Chem 111-112 and the person who makes Gen Chem the best intro sequence at Washu by far.
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Dec 18th, 2023",5.0,3.0,"Best professor I've ever had!! Every lecture was so clear and well thought out. Class material is difficult... but if you attend lecture and work hard, you will get the grade you want!"
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"May 9th, 2023",5.0,3.0,The goat
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"Apr 9th, 2023",5.0,3.0,She is amazing
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"Jan 6th, 2023",5.0,3.0,"LOVE Daschbach's teaching. I prefer her more than Loomis because she gives better foundational explanations imo. Really well structured class but NEED to study for tests (they are very hard). Engaging lectures that use PollEverywhere to track attendance. Hard class, but great experience with a lot of help options."
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Dec 22nd, 2022",5.0,3.0,"Prof Daschbach is an incredible lecturer! You can tell that the presented material is thoughtfully curated and she truly loves chemistry. The exams are hard and the time limits make things stressful, but if you're willing to put in the time to study you'll get the grade you want. Although the course is tough, I feel like I've grown so much from it!"
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Dec 21st, 2022",5.0,3.0,"I love professor Dashcbach so much, if you have any interest in chemistry or science you must take a class with her. She cares about her students and wants them to learn the material, and even though the class is very tough, her positive attitude gets you through it."
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"Dec 10th, 2022",5.0,3.0,"Loomis + Daschbach = Best class ever!! They will push you, but you will learn. D is great w/ notes and details. L is great w/ explaining concepts and real life connections. If they ever teach together again, you must take this class."
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"Nov 20th, 2022",5.0,3.0,An amazing professor that helps students understand challenging concepts. The class is structured for students to be successful.
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Nov 14th, 2022",5.0,3.0,"Her Chem 111 class is no joke as far as difficulty goes, but she really does try to make it as simple and understandable as possible. Very helpful outside of class too. 100% would take her again!"
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"Nov 2nd, 2022",5.0,3.0,"While the tests are the hardest thing I have ever done, Professor Daschbach is incredible. She is very engaging, funny, and makes the material as understandable as possible. She turned a difficult subject into a puzzle to be solved and inspired me and my friends to work hard. The content is hard, but studying and going to office hours/PLTL helps."
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Oct 18th, 2022",5.0,3.0,"very solid teacher, clear lecturing, straight forward and stays on topic."
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,111A,"May 18th, 2022",5.0,3.0,Absolute legend!
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"May 17th, 2022",5.0,3.0,She clearly loved chemistry so much and made the whole class love it as a result. I was so glad I took this class with her.
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,111A,"May 6th, 2022",5.0,3.0,"One of the nicest and most supportive professors at washu. I love that she loves chemistry and helping students to love chemistry. Lectures were really well organized and given. Chem 111A was a tough class, but both Dashbach and Loomis were really accessible and enthusiastically willing and able to help."
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Feb 24th, 2022",5.0,3.0,"Professor Daschbach is genuinely one of the best professors at WashU. She takes extremely difficult material and makes it accessible to all students. The class is very hard, but she teaches students how to develop the work ethic to succeed in this class and others. She will always meet with students outside of class and is a very caring person!"
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Feb 10th, 2022",5.0,3.0,"The class is tough, but the professor is amazing. If you really care about achieving a good grade there are more than enough materials to do so. It is obvious Daschbach really cares about her students."
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111A,"Feb 2nd, 2022",5.0,3.0,"i love her. so enthusiastic and happy to help students. you can tell she genuinely loves what she teaches and wants students to succeed (as long as they put in the effort!). genchem is difficult, but it's very doable if you use your resources. she's always happy to stay after class/stay on zoom to answer everyone's questions. daschbach i <3 you"
1147,Washington University in St. Louis,Megan Daschbach,4.9,20,Chemistry,CHEM111,"Jan 30th, 2022",5.0,3.0,"Amazing lecturer, her drawings/diagrams are the best by far. Very accessible outside of class, but the class is hard so be ready."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,100B,"Dec 13th, 2023",5.0,2.0,Best of the 3 intro psych professors by a long shot.
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,100B,"Dec 5th, 2023",5.0,2.0,"Best of the three intro psych professors. Super engaging lectures that keep you entertained and learning. 2 online quizzes during his time teaching, heavily based on the lectures so as long as you go to class you'll be fine."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,INTROTOPSYCH,"Nov 14th, 2023",5.0,2.0,I loved intro Psych with Sommers. He was so funny and very clearly outlined his expectations.  Sommers is very reasonable and clearly knows what he is doing.
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Oct 26th, 2023",5.0,2.0,Super engaging lectures. Very awesome respectable guy. Always leaves room for questions during lectures. Easy quizzes.
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,INTROTOPSYCH,"Oct 4th, 2023",5.0,2.0,love him so much. Great passion for the subject
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,100B,"Jan 17th, 2023",5.0,2.0,"Professor Sommers is one of my favorite professors last semester. He not only explain the concepts very well, but also gives interesting anecdotes (which made the class easy to get through). Quizzes are fairly easy."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,100B,"Jan 17th, 2023",5.0,2.0,"I loved Prof. Sommers, I wish he taught the whole semester instead of just the first third. Some people thought he was mean but he's just from Brooklyn and has a dry sense of humor. His slides are very bare bones so you do have to actually listen to take notes."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,100B,"Jan 5th, 2023",5.0,2.0,"Sommers was my fav prof out of the three that taught. Actually enjoyed going to his lectures, he obviously knew what he was talking about and talked at a speed that allowed me to take good notes. Since they didn't release the recorded lectures until 48 before each quiz, I went to every lecture but I'm sure you don't have to. Light workload too!"
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,INTROTOPSYCH,"Dec 30th, 2022",5.0,2.0,"Sommers is truly great at lectures, making them compelling and funny. He sounds like he knows what he's talking about, and his lectures match up well with quiz questions. He also will occasionally go on tangents that are time-wasting and entertaining. Overall, he seems like a great dude professor."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Dec 29th, 2022",5.0,2.0,"Professor Sommers for Intro to Psych was amazing, and I would highly recommend taking him when he is available for the Fall Semester again. His lectures were very straight to the point, and the way he wrote the questions on his quizzes were fair, as long as you took good notes and are engaged. I thought he answered a lot of question really good too"
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,100B,"Dec 20th, 2022",5.0,2.0,"Really fantastic lecturer. Presented information clearly, at a good pace, and in an engaging manner. Answered students' questions in class. Quizzes for the class were challenging enough to make sure one learns the important content from the class but not overly difficult. Also, try not to procrastinate on the research credit."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Nov 17th, 2022",5.0,2.0,Hes funny and made me want to come to class. he gots off topic easily which can be annoying but otherwise good way to start freshman year
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Nov 11th, 2022",5.0,2.0,Top notch dude. Hilarious and engaging lectures. Some other people here say the quizzes were poorly worded but I thought they were fine. 10/10 would take again. Be aware that if you're taking him for Intro to Psych then you may only have him teaching for a third of the semester.
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,100B,"Oct 24th, 2022",5.0,2.0,"Professor Sommers is very engaging and gives great lectures. As a few others have said on here, the quiz questions can be very confusing, but if you read carefully and know the content well the quizzes should not be a huge issue."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Oct 2nd, 2022",5.0,2.0,"He's a charming lecturer who is very engaging. Good at explaining topics and cracks jokes during lecture to lighten up the mood. Quizzes varied. Oftentimes, the questions were very poorly written and extremely confusing. Good lecturer, poor design of quiz questions."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Dec 12th, 2021",5.0,2.0,Is a nice guy and his lectures are decent. Quizzes are pretty challenging though and are worded strangely.
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,L33100B,"Dec 10th, 2021",5.0,2.0,"Very amazing professor. Contrary to another professor who taught Intro to Psych this semester, his lectures actually made sense and his quiz questions were very fair. Could get a little monotone at times but still very engaging. Definitely make the most out of your time with him before you get to the next professor."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Nov 17th, 2021",5.0,2.0,"(For Intro to psych) Sommers was solid. His lectures are clear and he teaches well. No homework/tests, only quizzes online every other week. My only complaint is that his quiz questions were sometimes poorly written/vague, but I'd recommend for Psych 100"
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Oct 21st, 2021",5.0,2.0,"Sommers section of the intro to psych class was really well done. His lectures were engaging and funny and he was always willing to talk to students after. The quizzes are a bit wordy and can be confusing, but if you study and go to lecture you'll be fine."
1147,Washington University in St. Louis,Mitchell Sommers,4.9,20,Psychology,PSYCH100B,"Oct 4th, 2021",5.0,2.0,"Engaging lecturer, loved his section of Intro to Psych!"
1147,Washington University in St. Louis,Glenn Stone,3.8,20,Anthropology,ANTH361,"May 27th, 2022",5.0,4.0,"Having just graduated I'm posting reviews of the best courses I took here. This was definitely one, even though it was covid year and all remote. I learned more, and talked about it more, than any other course. Lectures were fascinating and powerpoints helpful. Readings were a bit heavy worth it (with a few exceptions). Loved his book. Thanks!"
1147,Washington University in St. Louis,Glenn Stone,3.8,20,Anthropology,ANTH361,"Dec 29th, 2021",5.0,4.0,"This is one of the worst classes. Glenn makes us remember specific details from his long lectures to be tested on. He strays away from helping us actually understand bigger concepts. If you're not on top of your work, you will never get a good grade in this class. He didn't foster any sort of live interaction with himself and the students."
1147,Washington University in St. Louis,Glenn Stone,3.8,20,Anthropology,ANTH361,"Dec 28th, 2021",5.0,4.0,The lectures were all remote and recorded and they were mostly really good. Some were pretty opinionated but he backed the opinions up. He covered some remarkable and surprising material. The grading was not too hard.
1147,Washington University in St. Louis,Glenn Stone,3.8,20,Anthropology,ANTHRO361,"Dec 21st, 2021",5.0,4.0,"Super interesting class, but it is very important to stay on top of the course work since it does get a little overwhelming at points. Very knowledgable professor with a serious passion for what he studies and teaches."
1147,Washington University in St. Louis,Glenn Stone,3.8,20,Anthropology,ANTH361,"Oct 27th, 2021",5.0,4.0,Class covers some interesting/ problematic points in history but the lvl of detail that we have to memorize is absurdly unnecessary. Exams test us on whether we are able to spit back specific facts mentioned in lengthy readings/ lectures rather than assessing how well we understand concepts. I do not feel like I'm gaining anything from this course.
1147,Washington University in St. Louis,Glenn Stone,3.8,20,Anthropology,ANTH361,"Mar 14th, 2021",5.0,4.0,"If you're the kind of person who's really into corn this is the class/prof for you. There's a LOT of reading and you WILL be tested on it, so doing that and attending lectures are basically the only requirements. But don't get scared of the fact that's it's basically an agriculture class, you'll learn some interesting/scary things about the world."
